CPERSONA_COMPANIA	CSUBSISTEMA	CGRUPOPRODUCTO	CPRODUCTO	CTIPOBANCA	CESTATUSCUENTA	CSUBSISTEMA_TRANSACCION	CTRANSACCION	VERSIONTRANSACCION	VERSIONCONTROL
2	04	02	02	1	002	04	3002	01	0
2	04	06	101	1	002	04	3002	01	0
2	04	07	03	1	002	04	3002	01	0
2	04	07	04	1	002	04	3002	01	0
2	04	08	10	1	002	04	3002	01	0
2	04	10	01	1	002	04	3002	01	0
2	04	10	02	1	002	04	3002	01	0
2	04	10	03	1	002	04	3002	01	0
2	04	01	01	1	002	04	4008	01	0
2	04	01	05	1	002	04	4008	01	0
2	04	01	06	1	002	04	4008	01	0
2	04	01	07	1	002	04	4008	01	0
2	04	01	11	1	002	04	4008	01	0
2	04	02	02	1	002	04	4008	01	0
2	04	08	10	1	002	04	4008	01	0
2	04	01	01	1	002	04	6091	01	0
2	04	01	05	1	002	04	6091	01	0
2	04	01	06	1	002	04	6091	01	0
2	04	01	07	1	002	04	6091	01	0
2	04	01	11	1	002	04	6091	01	0
2	04	02	02	1	002	04	6091	01	0
2	04	08	10	1	002	04	6091	01	0
2	04	01	01	1	002	04	4091	01	0
2	04	01	05	1	002	04	4091	01	0
2	04	01	06	1	002	04	4091	01	0
2	04	01	07	1	002	04	4091	01	0
2	04	01	11	1	002	04	4091	01	0
2	04	02	02	1	002	04	4091	01	0
2	04	08	10	1	002	04	4091	01	0
2	04	01	01	1	002	04	4049	01	0
2	04	01	05	1	002	04	4049	01	0
2	04	01	06	1	002	04	4049	01	0
2	04	01	07	1	002	04	4049	01	0
2	04	01	11	1	002	04	4049	01	0
2	04	02	02	1	002	04	4049	01	0
2	04	08	10	1	002	04	4049	01	0
2	04	01	01	1	002	04	6053	01	0
2	04	01	05	1	002	04	6053	01	0
2	04	01	06	1	002	04	6053	01	0
2	04	01	07	1	002	04	6053	01	0
2	04	01	11	1	002	04	6053	01	0
2	04	02	02	1	002	04	6053	01	0
2	04	08	10	1	002	04	6053	01	0
2	04	01	01	1	002	04	4033	01	0
2	04	01	05	1	002	04	4033	01	0
2	04	01	06	1	002	04	4033	01	0
2	04	01	07	1	002	04	4033	01	0
2	04	01	11	1	002	04	4033	01	0
2	04	02	02	1	002	04	4033	01	0
2	04	08	10	1	002	04	4033	01	0
2	04	01	01	1	002	04	4044	01	0
2	04	01	05	1	002	04	4044	01	0
2	04	01	06	1	002	04	4044	01	0
2	04	01	07	1	002	04	4044	01	0
2	04	01	11	1	002	04	4044	01	0
2	04	00	000	1	001	04	6064	01	0
2	04	00	000	1	002	04	6064	01	0
2	04	00	000	1	003	04	6064	01	0
2	05	01	509	1	001	05	3001	01	0
2	04	00	000	1	001	04	4076	01	0
2	04	00	000	1	001	04	4077	01	0
2	04	00	000	1	001	04	4078	01	0
2	04	00	000	1	001	04	4079	01	0
2	04	00	000	1	001	04	4091	01	0
2	04	00	000	1	001	04	4064	01	0
2	04	00	000	1	001	04	4165	01	0
2	04	00	000	1	001	04	4080	01	0
2	04	00	000	1	001	04	4059	01	0
2	04	00	000	1	001	04	4087	01	0
2	04	00	000	1	001	04	4063	01	0
2	04	00	000	1	001	04	4062	01	0
2	04	00	000	1	001	04	4066	01	0
2	04	00	000	1	001	04	4112	01	0
2	04	00	000	1	001	04	4083	01	0
2	04	00	000	1	001	04	4120	01	0
2	04	00	000	1	001	04	4065	01	0
2	04	00	000	1	001	04	4123	01	0
2	04	00	000	1	001	04	4085	01	0
2	04	00	000	1	001	04	4105	01	0
2	04	00	000	1	001	04	4067	01	0
2	04	00	000	1	001	04	4046	01	0
2	04	00	000	1	001	04	4054	01	0
2	04	00	000	1	001	04	4053	01	0
2	04	00	000	1	001	03	6413	01	0
2	04	00	000	1	002	03	6413	01	0
2	04	00	000	1	003	03	6413	01	0
2	04	00	000	1	004	03	6413	01	0
2	04	00	000	1	005	03	6413	01	0
2	04	01	101	1	001	03	6413	01	0
2	04	01	101	1	002	03	6413	01	0
2	04	01	101	1	003	03	6413	01	0
2	04	01	101	1	004	03	6413	01	0
2	04	01	101	1	005	03	6413	01	0
2	04	01	102	1	001	03	6413	01	0
2	04	01	102	1	002	03	6413	01	0
2	04	01	102	1	003	03	6413	01	0
2	04	01	102	1	004	03	6413	01	0
2	04	01	102	1	005	03	6413	01	0
2	04	02	204	1	001	03	6413	01	0
2	04	02	204	1	002	03	6413	01	0
2	04	02	204	1	003	03	6413	01	0
2	04	02	204	1	004	03	6413	01	0
2	04	02	204	1	005	03	6413	01	0
2	04	02	208	1	001	03	6413	01	0
2	04	02	208	1	002	03	6413	01	0
2	04	02	208	1	003	03	6413	01	0
2	04	02	208	1	004	03	6413	01	0
2	04	02	208	1	005	03	6413	01	0
2	04	03	305	1	001	03	6413	01	0
2	04	03	305	1	002	03	6413	01	0
2	04	03	305	1	003	03	6413	01	0
2	04	03	305	1	004	03	6413	01	0
2	04	03	305	1	005	03	6413	01	0
2	04	04	403	1	001	03	6413	01	0
2	04	04	403	1	002	03	6413	01	0
2	04	04	403	1	003	03	6413	01	0
2	04	04	403	1	004	03	6413	01	0
2	04	04	403	1	005	03	6413	01	0
2	04	04	405	1	001	03	6413	01	0
2	04	04	405	1	002	03	6413	01	0
2	04	04	405	1	003	03	6413	01	0
2	04	04	405	1	004	03	6413	01	0
2	04	04	405	1	005	03	6413	01	0
2	04	04	406	1	001	03	6413	01	0
2	04	04	406	1	002	03	6413	01	0
2	04	04	406	1	003	03	6413	01	0
2	04	04	406	1	004	03	6413	01	0
2	04	04	406	1	005	03	6413	01	0
2	04	04	407	1	001	03	6413	01	0
2	04	04	407	1	002	03	6413	01	0
2	04	04	407	1	003	03	6413	01	0
2	04	04	407	1	004	03	6413	01	0
2	04	04	407	1	005	03	6413	01	0
2	04	04	408	1	001	03	6413	01	0
2	04	04	408	1	002	03	6413	01	0
2	04	04	408	1	003	03	6413	01	0
2	04	04	408	1	004	03	6413	01	0
2	04	04	408	1	005	03	6413	01	0
2	04	05	510	1	001	03	6413	01	0
2	04	05	510	1	002	03	6413	01	0
2	04	05	510	1	003	03	6413	01	0
2	04	05	510	1	004	03	6413	01	0
2	04	05	510	1	005	03	6413	01	0
2	04	06	614	1	001	03	6413	01	0
2	04	06	614	1	002	03	6413	01	0
2	04	06	614	1	003	03	6413	01	0
2	04	06	614	1	004	03	6413	01	0
2	04	06	614	1	005	03	6413	01	0
2	04	07	001	1	001	03	6413	01	0
2	04	07	001	1	002	03	6413	01	0
2	04	07	001	1	003	03	6413	01	0
2	04	07	001	1	004	03	6413	01	0
2	04	07	001	1	005	03	6413	01	0
2	04	90	990	1	001	03	6413	01	0
2	04	90	990	1	002	03	6413	01	0
2	04	90	990	1	003	03	6413	01	0
2	04	90	990	1	004	03	6413	01	0
2	04	01	01	1	002	03	6413	01	0
2	04	90	990	1	005	03	6413	01	0
2	04	90	991	1	001	03	6413	01	0
2	04	90	991	1	002	03	6413	01	0
2	04	90	991	1	003	03	6413	01	0
2	04	90	991	1	004	03	6413	01	0
2	04	90	991	1	005	03	6413	01	0
2	04	90	992	1	001	03	6413	01	0
2	04	90	992	1	002	03	6413	01	0
2	04	90	992	1	003	03	6413	01	0
2	04	90	992	1	004	03	6413	01	0
2	04	90	992	1	005	03	6413	01	0
2	04	91	991	1	001	03	6413	01	0
2	04	91	991	1	002	03	6413	01	0
2	04	91	991	1	003	03	6413	01	0
2	04	91	991	1	004	03	6413	01	0
2	04	91	991	1	005	03	6413	01	0
2	04	92	990	1	001	03	6413	01	0
2	04	92	990	1	002	03	6413	01	0
2	04	92	990	1	003	03	6413	01	0
2	04	92	990	1	004	03	6413	01	0
2	04	92	990	1	005	03	6413	01	0
2	04	01	05	1	002	03	6413	01	0
2	04	01	06	1	002	03	6413	01	0
2	04	01	07	1	002	03	6413	01	0
2	04	01	11	1	002	03	6413	01	0
2	04	02	02	1	002	03	6413	01	0
2	04	06	101	1	002	03	6413	01	0
2	04	07	03	1	002	03	6413	01	0
2	04	07	04	1	002	03	6413	01	0
2	04	08	10	1	002	03	6413	01	0
2	04	10	01	1	002	03	6413	01	0
2	04	10	02	1	002	03	6413	01	0
2	04	10	03	1	002	03	6413	01	0
2	04	01	01	1	001	03	6406	01	0
2	04	01	01	1	002	03	6406	01	0
2	04	01	01	1	001	03	6407	01	0
2	04	01	01	1	002	03	6407	01	0
2	04	04	405	1	004	04	2230	01	0
2	04	04	405	1	005	04	2230	01	0
2	04	04	406	1	001	04	2230	01	0
2	04	04	406	1	002	04	2230	01	0
2	04	04	406	1	003	04	2230	01	0
2	04	04	406	1	004	04	2230	01	0
2	04	04	406	1	005	04	2230	01	0
2	04	04	407	1	001	04	2230	01	0
2	04	04	407	1	002	04	2230	01	0
2	04	04	407	1	003	04	2230	01	0
2	04	04	407	1	004	04	2230	01	0
2	04	04	407	1	005	04	2230	01	0
2	04	04	408	1	001	04	2230	01	0
2	04	04	408	1	002	04	2230	01	0
2	04	04	408	1	003	04	2230	01	0
2	04	04	408	1	004	04	2230	01	0
2	04	04	408	1	005	04	2230	01	0
2	04	05	510	1	001	04	2230	01	0
2	04	05	510	1	002	04	2230	01	0
2	04	05	510	1	003	04	2230	01	0
2	04	05	510	1	004	04	2230	01	0
2	04	05	510	1	005	04	2230	01	0
2	04	06	614	1	001	04	2230	01	0
2	04	06	614	1	002	04	2230	01	0
2	04	06	614	1	003	04	2230	01	0
2	04	06	614	1	004	04	2230	01	0
2	04	06	614	1	005	04	2230	01	0
2	04	07	001	1	001	04	2230	01	0
2	04	07	001	1	002	04	2230	01	0
2	04	07	001	1	003	04	2230	01	0
2	04	07	001	1	004	04	2230	01	0
2	04	07	001	1	005	04	2230	01	0
2	04	90	990	1	001	04	2230	01	0
2	04	90	990	1	002	04	2230	01	0
2	04	90	990	1	003	04	2230	01	0
2	04	90	990	1	004	04	2230	01	0
2	04	90	990	1	005	04	2230	01	0
2	04	90	991	1	001	04	2230	01	0
2	04	90	991	1	002	04	2230	01	0
2	04	90	991	1	003	04	2230	01	0
2	04	90	991	1	004	04	2230	01	0
2	04	90	991	1	005	04	2230	01	0
2	04	90	992	1	001	04	2230	01	0
2	04	90	992	1	002	04	2230	01	0
2	04	90	992	1	003	04	2230	01	0
2	04	90	992	1	004	04	2230	01	0
2	04	90	992	1	005	04	2230	01	0
2	04	91	991	1	001	04	2230	01	0
2	04	91	991	1	002	04	2230	01	0
2	04	06	614	1	005	04	6036	01	0
2	04	07	001	1	001	04	6036	01	0
2	04	07	001	1	002	04	6036	01	0
2	04	07	001	1	003	04	6036	01	0
2	04	07	001	1	004	04	6036	01	0
2	04	07	001	1	005	04	6036	01	0
2	04	90	990	1	001	04	6036	01	0
2	04	90	990	1	002	04	6036	01	0
2	04	90	990	1	003	04	6036	01	0
2	04	90	990	1	004	04	6036	01	0
2	00	00	000	1	001	00	0201	01	0
2	00	00	000	1	001	00	0217	01	0
2	00	00	000	1	001	00	0080	01	0
2	00	00	000	1	001	00	0196	01	0
2	02	00	000	1	001	02	2040	01	0
2	02	00	000	1	001	02	3010	01	0
2	02	00	000	1	001	02	3012	01	0
2	02	00	000	1	001	02	3011	01	0
2	02	00	000	1	001	02	3014	01	0
2	02	00	000	1	001	02	3015	01	0
2	02	00	000	1	001	02	3016	01	0
2	02	00	000	1	001	02	3017	01	0
2	02	00	000	1	001	02	4193	01	0
2	02	00	000	1	001	02	4194	01	0
2	02	00	000	1	001	02	4195	01	0
2	02	00	000	1	001	02	4100	01	0
2	02	00	000	1	001	02	4041	01	0
2	02	00	000	1	001	02	4003	01	0
2	02	00	000	1	001	02	4004	01	0
2	00	00	000	1	001	00	2009	01	0
2	00	00	000	1	001	00	2008	01	0
2	02	00	000	1	001	02	4120	01	0
2	00	00	000	1	001	00	2025	01	0
2	00	00	000	1	001	00	2027	01	0
2	00	00	000	1	001	00	2600	01	0
2	03	00	000	1	001	03	6143	01	0
2	03	00	000	1	002	03	6143	01	0
2	03	01	001	1	001	03	6143	01	0
2	03	01	001	1	002	03	6143	01	0
2	03	00	000	1	001	03	6190	01	0
2	03	00	000	1	002	03	6190	01	0
2	03	01	001	1	001	03	6190	01	0
2	03	01	001	1	002	03	6190	01	0
2	03	00	000	1	001	03	6191	01	0
2	03	00	000	1	002	03	6191	01	0
2	03	01	001	1	001	03	6191	01	0
2	03	01	001	1	002	03	6191	01	0
2	03	00	000	1	001	03	6135	01	0
2	03	00	000	1	002	03	6135	01	0
2	03	01	001	1	001	03	6135	01	0
2	03	01	001	1	002	03	6135	01	0
2	03	00	000	1	001	03	6122	01	0
2	03	00	000	1	002	03	6122	01	0
2	03	01	001	1	001	03	6122	01	0
2	03	01	001	1	002	03	6122	01	0
2	03	00	000	1	001	03	6140	01	0
2	03	00	000	1	002	03	6140	01	0
2	03	01	001	1	001	03	6140	01	0
2	03	01	001	1	002	03	6140	01	0
2	00	00	000	1	001	00	0093	01	0
2	04	01	12	1	001	04	4064	01	0
2	04	01	12	1	001	04	6044	01	0
2	04	07	03	1	002	04	2042	01	0
2	04	07	03	1	002	04	2094	01	0
2	04	01	12	1	002	04	6047	01	0
2	04	01	05	1	002	06	2000	01	0
2	04	00	000	1	001	06	2000	01	0
2	04	92	990	1	002	06	2000	01	0
2	04	01	01	1	002	06	2000	01	0
2	04	01	06	1	002	06	2000	01	0
2	04	01	07	1	002	06	2000	01	0
2	04	01	11	1	002	06	2000	01	0
2	04	06	101	1	002	06	2000	01	0
2	04	08	10	1	002	06	2000	01	0
2	04	00	000	1	002	06	2000	01	0
2	04	00	000	1	003	06	2000	01	0
2	04	00	000	1	004	06	2000	01	0
2	04	00	000	1	005	06	2000	01	0
2	04	04	406	1	001	06	2000	01	0
2	04	04	406	1	002	06	2000	01	0
2	04	04	406	1	003	06	2000	01	0
2	04	04	406	1	004	06	2000	01	0
2	04	04	406	1	005	06	2000	01	0
2	04	90	990	1	002	06	2000	01	0
2	04	10	03	1	002	06	2000	01	0
2	04	01	12	1	002	06	2000	01	0
2	04	10	02	1	002	06	2000	01	0
2	04	01	05	1	002	06	6010	01	0
2	04	00	000	1	001	06	6010	01	0
2	04	92	990	1	002	06	6010	01	0
2	04	01	01	1	002	06	6010	01	0
2	04	01	06	1	002	06	6010	01	0
2	04	01	07	1	002	06	6010	01	0
2	04	01	11	1	002	06	6010	01	0
2	04	06	101	1	002	06	6010	01	0
2	04	08	10	1	002	06	6010	01	0
2	04	00	000	1	002	06	6010	01	0
2	04	00	000	1	003	06	6010	01	0
2	04	00	000	1	004	06	6010	01	0
2	04	00	000	1	005	06	6010	01	0
2	04	04	406	1	001	06	6010	01	0
2	04	04	406	1	002	06	6010	01	0
2	04	04	406	1	003	06	6010	01	0
2	04	04	406	1	004	06	6010	01	0
2	04	04	406	1	005	06	6010	01	0
2	04	90	990	1	002	06	6010	01	0
2	04	10	03	1	002	06	6010	01	0
2	04	01	12	1	002	06	6010	01	0
2	04	10	02	1	002	06	6010	01	0
2	06	00	000	1	001	06	4106	01	0
2	02	00	000	1	001	02	3084	01	0
2	03	00	000	1	001	03	5007	01	0
2	04	07	03	1	002	04	6064	01	0
2	01	00	000	1	001	01	5001	01	0
2	00	00	000	1	001	00	2010	01	0
2	04	10	02	1	002	04	2000	01	0
2	09	00	000	1	001	09	0005	01	0
2	09	00	000	1	001	09	0009	01	0
2	00	00	000	1	001	00	0049	01	0
2	00	00	000	1	001	00	0059	01	0
2	00	00	000	1	001	00	0063	01	0
2	00	00	000	1	001	00	0091	01	0
2	00	00	000	1	001	00	0103	01	0
2	00	00	000	1	001	00	0113	01	0
2	00	00	000	1	001	00	0121	01	0
2	00	00	000	1	001	00	0125	01	0
2	00	00	000	1	001	00	0202	01	0
2	00	00	000	1	001	00	0224	01	0
2	00	00	000	1	001	00	0285	01	0
2	00	00	000	1	001	00	0308	01	0
2	00	00	000	1	001	00	0309	01	0
2	09	00	000	1	001	09	1003	01	0
2	09	00	000	1	001	09	1006	01	0
2	09	00	000	1	001	09	1012	01	0
2	09	00	000	1	001	09	1013	01	0
2	09	00	000	1	001	09	1014	01	0
2	06	00	000	1	001	06	1152	01	0
2	06	00	000	1	001	06	1155	01	0
2	06	00	000	1	001	06	1156	01	0
2	06	00	000	1	001	06	1158	01	0
2	06	00	000	1	001	06	1159	01	0
2	06	00	000	1	001	06	1160	01	0
2	06	00	000	1	001	06	1161	01	0
2	06	00	000	1	001	06	1162	01	0
2	06	00	000	1	001	06	1163	01	0
2	06	00	000	1	001	06	1165	01	0
2	06	00	000	1	001	06	1166	01	0
2	06	00	000	1	001	06	1167	01	0
2	09	00	000	1	001	09	2001	01	0
2	09	00	000	1	001	09	2003	01	0
2	09	00	000	1	001	09	2005	01	0
2	09	00	000	1	001	09	2006	01	0
2	09	00	000	1	001	09	2008	01	0
2	09	00	000	1	001	09	2010	01	0
2	09	00	000	1	001	09	2021	01	0
2	09	00	000	1	001	09	2022	01	0
2	09	00	000	1	001	09	2023	01	0
2	09	00	000	1	001	09	2024	01	0
2	06	00	000	1	001	06	2300	01	0
2	06	00	000	1	001	06	2301	01	0
2	09	00	000	1	001	09	3000	01	0
2	09	00	000	1	001	09	3004	01	0
2	06	00	000	1	001	06	3007	01	0
2	06	00	000	1	001	06	3008	01	0
2	09	00	000	1	001	09	3020	01	0
2	09	00	000	1	001	09	3021	01	0
2	09	00	000	1	001	09	3022	01	0
2	09	00	000	1	001	09	3023	01	0
2	09	00	000	1	001	09	3024	01	0
2	06	00	000	1	001	06	3053	01	0
2	06	00	000	1	001	06	3073	01	0
2	06	00	000	1	001	06	5053	01	0
2	09	00	000	1	001	09	6000	01	0
2	06	00	000	1	001	06	6045	01	0
2	06	00	000	1	001	06	6100	01	0
2	06	00	000	1	001	06	6101	01	0
2	03	00	000	1	001	03	6601	01	0
2	09	00	000	1	001	09	0001	01	0
2	09	00	000	1	001	09	0002	01	0
2	01	00	000	1	002	01	5001	01	0
2	02	00	000	1	001	02	4018	01	0
2	01	00	000	1	001	01	0207	01	0
2	00	01	001	1	001	12	5067	01	0
2	06	00	000	1	001	06	3019	01	0
2	02	00	000	1	001	02	4208	01	0
2	13	00	000	1	001	13	5000	01	0
2	06	00	000	1	001	06	2004	01	0
2	06	00	000	1	001	06	4022	01	0
2	06	00	000	1	001	06	4023	01	0
2	06	00	000	1	001	06	4024	01	0
2	06	00	000	1	001	06	2008	01	0
2	06	00	000	1	001	06	2009	01	0
2	06	00	000	1	001	06	2016	01	0
2	13	00	000	1	001	13	2000	01	0
2	09	00	000	1	001	09	4024	01	0
2	09	00	000	1	001	09	4004	01	0
2	06	00	000	1	001	06	6020	01	0
2	06	00	000	1	001	06	3002	01	0
2	13	00	000	1	001	13	3003	01	0
2	13	00	000	1	001	13	4000	01	0
2	13	00	000	1	001	13	4001	01	0
2	13	00	000	1	001	13	4002	01	0
2	02	00	000	1	001	02	4212	01	0
2	06	00	000	1	001	06	3005	01	0
2	06	00	000	1	001	06	3014	01	0
2	06	00	000	1	001	06	3018	01	0
2	06	00	000	1	001	06	3027	01	0
2	06	00	000	1	001	06	3028	01	0
2	06	00	000	1	001	06	3031	01	0
2	06	00	000	1	001	06	3326	01	0
2	06	00	000	1	001	06	4000	01	0
2	06	00	000	1	001	06	4001	01	0
2	06	00	000	1	001	06	4002	01	0
2	06	00	000	1	001	06	4007	01	0
2	06	00	000	1	001	06	4008	01	0
2	06	00	000	1	001	06	4009	01	0
2	06	00	000	1	001	06	4010	01	0
2	06	00	000	1	001	06	4011	01	0
2	06	00	000	1	001	06	4012	01	0
2	06	00	000	1	001	06	4014	01	0
2	06	00	000	1	001	06	4016	01	0
2	06	00	000	1	001	06	4017	01	0
2	06	00	000	1	001	06	4019	01	0
2	06	00	000	1	001	06	4027	01	0
2	06	00	000	1	001	06	4031	01	0
2	06	00	000	1	001	06	4074	01	0
2	06	00	000	1	001	06	5030	01	0
2	06	00	000	1	001	06	5036	01	0
2	06	00	000	1	001	06	6010	01	0
2	06	00	000	1	001	06	6014	01	0
2	06	00	000	1	001	06	6015	01	0
2	13	00	000	1	001	13	2002	01	0
2	13	00	000	1	001	13	3000	01	0
2	13	00	000	1	001	13	3001	01	0
2	13	00	000	1	001	13	3002	01	0
2	13	00	000	1	001	13	1000	01	0
2	13	00	000	1	001	13	1001	01	0
2	13	00	000	1	001	13	1002	01	0
2	13	00	000	1	001	13	2001	01	0
2	09	00	000	1	001	09	1000	01	0
2	09	00	000	1	001	09	4000	01	0
2	06	00	000	1	001	06	2001	01	0
2	06	00	000	1	001	06	3015	01	0
2	06	00	000	1	001	06	3017	01	0
2	06	00	000	1	001	06	6026	01	0
2	06	00	000	1	001	06	6110	01	0
2	03	00	000	1	001	03	6600	01	0
2	06	00	000	1	001	06	3033	01	0
2	06	00	000	1	001	06	4018	01	0
2	06	00	000	1	001	06	5043	01	0
2	06	00	000	1	001	06	2000	01	0
2	06	00	000	1	001	06	3013	01	0
2	09	00	000	1	001	09	4012	01	0
2	09	00	000	1	001	09	4013	01	0
2	09	00	000	1	001	09	4020	01	0
2	09	00	000	1	001	09	4021	01	0
2	09	00	000	1	001	09	4022	01	0
2	09	00	000	1	001	09	4023	01	0
2	06	00	000	1	001	06	4025	01	0
2	06	00	000	1	001	06	4300	01	0
2	06	00	000	1	001	06	4301	01	0
2	09	00	000	1	001	09	0004	01	0
2	09	00	000	1	001	09	0006	01	0
2	09	00	000	1	001	09	0010	01	0
2	06	00	000	1	001	06	2100	01	0
2	06	00	000	1	001	06	3037	01	0
2	09	00	000	1	001	09	4001	01	0
2	09	00	000	1	001	09	4005	01	0
2	09	00	000	1	001	09	4010	01	0
2	04	07	03	1	005	04	6064	01	0
2	04	07	03	1	005	04	2008	01	0
2	04	01	01	1	002	04	6042	01	0
2	04	01	06	1	002	04	6042	01	0
2	04	01	07	1	002	04	6042	01	0
2	04	01	11	1	002	04	6042	01	0
2	04	01	12	1	002	04	6042	01	0
2	04	02	02	1	002	04	6042	01	0
2	04	08	10	1	002	04	6042	01	0
2	02	00	000	1	001	02	4200	01	0
2	02	00	000	1	001	02	4201	01	0
2	02	00	000	1	001	02	4202	01	0
2	02	00	000	1	001	02	4203	01	0
2	02	00	000	1	001	02	4204	01	0
2	02	00	000	1	001	02	4220	01	0
2	02	00	000	1	001	02	4300	01	0
2	02	00	000	1	001	02	4108	01	0
2	02	00	000	1	001	02	4051	01	0
2	02	00	000	1	001	02	4054	01	0
2	04	01	12	1	002	04	4003	01	0
2	04	01	12	1	002	04	4004	01	0
2	04	01	11	1	002	03	6401	01	0
2	04	07	03	1	002	04	4007	01	0
2	04	10	03	1	002	04	5001	01	0
2	00	01	001	1	001	00	0093	01	0
2	06	00	000	1	001	06	4072	01	0
2	12	00	000	1	001	12	5027	01	0
2	06	00	000	1	001	06	4078	01	0
2	06	00	000	1	001	06	3100	01	0
2	06	00	000	1	001	06	4107	01	0
2	06	00	000	1	001	06	4079	01	0
2	09	00	000	1	001	09	1001	01	0
2	06	00	000	1	001	06	2006	01	0
2	09	00	000	1	001	09	2000	01	0
2	09	00	000	1	001	09	2004	01	0
2	09	00	000	1	001	09	2020	01	0
2	06	00	000	1	001	06	2032	01	0
2	00	00	000	1	001	00	0079	01	0
2	06	00	000	1	001	06	5057	01	0
2	06	00	000	1	001	06	5058	01	0
2	06	00	000	1	001	06	5059	01	0
2	12	00	000	1	001	12	5046	01	0
2	06	00	000	1	001	06	5046	01	0
2	15	00	000	1	001	15	2002	01	0
2	06	00	000	1	001	06	3063	01	0
2	02	00	000	1	001	02	3320	01	0
2	04	10	02	1	002	03	6400	01	0
2	04	00	000	1	002	04	2094	01	0
2	04	10	02	1	002	03	6401	01	0
2	04	01	01	1	002	04	6064	01	0
2	04	00	000	1	001	04	6074	01	0
2	04	01	05	1	002	06	3002	01	0
2	04	92	990	1	002	06	3002	01	0
2	04	01	01	1	002	06	3002	01	0
2	04	01	06	1	002	06	3002	01	0
2	04	01	07	1	002	06	3002	01	0
2	04	01	12	1	002	06	3002	01	0
2	04	10	02	1	002	06	3002	01	0
2	06	02	02	1	002	06	3002	01	0
2	04	01	11	1	002	06	3002	01	0
2	04	06	101	1	002	06	3002	01	0
2	04	08	10	1	002	06	3002	01	0
2	04	00	000	1	002	06	3002	01	0
2	04	04	406	1	002	06	3002	01	0
2	04	90	990	1	002	06	3002	01	0
2	04	10	03	1	002	06	3002	01	0
2	06	02	02	1	002	06	2000	01	0
2	06	02	02	1	001	06	7061	01	0
2	04	01	12	1	002	04	6039	01	0
2	04	01	12	1	002	04	6014	01	0
2	04	07	03	1	002	04	5001	01	0
2	04	01	12	1	002	04	6041	01	0
2	12	00	000	1	001	12	2000	01	0
2	03	00	000	1	001	03	6038	01	0
2	00	00	000	1	001	00	0276	01	0
2	04	01	12	1	002	04	4001	01	0
2	04	10	02	1	002	04	5001	01	0
2	04	10	02	1	002	04	5002	01	0
2	04	07	03	1	001	04	6153	01	0
2	04	07	03	1	002	04	6153	01	0
2	02	01	001	1	001	02	4506	01	0
2	02	01	001	1	001	02	4508	01	0
2	00	00	000	1	001	00	0272	01	0
2	04	01	12	1	002	04	2000	01	0
2	03	00	000	1	001	03	1001	01	0
2	04	01	12	1	002	04	6037	01	0
2	04	00	000	1	001	04	2094	01	0
2	12	00	000	1	001	12	3028	01	0
2	04	01	12	1	002	04	6044	01	0
2	00	00	000	1	001	00	0077	01	0
2	04	01	12	1	002	04	6036	01	0
2	04	10	03	1	002	04	2000	01	0
2	06	00	000	1	001	06	3141	01	0
2	00	00	000	1	001	00	2024	01	0
2	00	00	000	1	001	00	2030	01	0
2	06	02	02	1	001	06	4008	01	0
2	06	02	02	1	001	06	6020	01	0
2	05	00	000	1	001	05	4018	01	0
2	04	00	000	1	001	04	6154	01	0
2	04	00	000	1	002	04	6154	01	0
2	04	00	000	1	003	04	6154	01	0
2	04	00	000	1	004	04	6154	01	0
2	04	00	000	1	005	04	6154	01	0
2	04	01	101	1	001	04	6154	01	0
2	04	01	101	1	002	04	6154	01	0
2	04	01	101	1	003	04	6154	01	0
2	04	01	101	1	004	04	6154	01	0
2	04	01	101	1	005	04	6154	01	0
2	04	01	102	1	001	04	6154	01	0
2	04	01	102	1	002	04	6154	01	0
2	04	01	102	1	003	04	6154	01	0
2	04	01	102	1	004	04	6154	01	0
2	04	01	102	1	005	04	6154	01	0
2	04	02	204	1	001	04	6154	01	0
2	04	02	204	1	002	04	6154	01	0
2	04	01	01	1	002	04	6154	01	0
2	04	01	05	1	002	04	6154	01	0
2	04	01	06	1	002	04	6154	01	0
2	04	01	07	1	002	04	6154	01	0
2	04	01	11	1	002	04	6154	01	0
2	04	02	02	1	002	04	6154	01	0
2	04	08	10	1	002	04	6154	01	0
2	04	02	208	1	002	04	6154	01	0
2	04	03	305	1	002	04	6154	01	0
2	04	04	403	1	002	04	6154	01	0
2	04	04	405	1	002	04	6154	01	0
2	04	04	406	1	002	04	6154	01	0
2	04	04	407	1	002	04	6154	01	0
2	04	04	408	1	002	04	6154	01	0
2	04	05	510	1	002	04	6154	01	0
2	04	06	614	1	002	04	6154	01	0
2	04	06	614	1	004	04	6154	01	0
2	04	06	614	1	005	04	6154	01	0
2	04	07	001	1	001	04	6154	01	0
2	04	07	001	1	002	04	6154	01	0
2	04	07	001	1	003	04	6154	01	0
2	04	07	001	1	004	04	6154	01	0
2	04	07	001	1	005	04	6154	01	0
2	04	90	990	1	001	04	6154	01	0
2	04	90	990	1	002	04	6154	01	0
2	04	90	990	1	003	04	6154	01	0
2	04	90	990	1	004	04	6154	01	0
2	04	90	990	1	005	04	6154	01	0
2	04	90	991	1	001	04	6154	01	0
2	04	90	991	1	002	04	6154	01	0
2	04	90	991	1	003	04	6154	01	0
2	04	90	991	1	004	04	6154	01	0
